pixid,noisy,label
97417,True,Corn_Ensilage
97418,True,Corn_Ensilage
97419,True,Corn_Ensilage
97420,True,Corn_Ensilage
97421,True,Corn_Ensilage
97422,True,Corn_Ensilage
97423,True,Corn_Ensilage
97424,True,Corn_Ensilage
97425,True,Corn_Ensilage
97426,True,Corn_Ensilage
97427,True,Corn_Ensilage
97428,True,Corn_Ensilage
97429,True,Corn_Ensilage
97430,True,Corn_Ensilage
97431,True,Corn_Ensilage
97432,True,Corn_Ensilage
97433,True,Corn_Ensilage
97434,True,Corn_Ensilage
97435,True,Corn_Ensilage
97436,True,Corn_Ensilage
97437,True,Corn_Ensilage
97438,True,Corn_Ensilage
97439,True,Corn_Ensilage
97440,True,Corn_Ensilage
97441,True,Corn_Ensilage
97442,True,Corn_Ensilage
97443,True,Corn_Ensilage
97444,True,Corn_Ensilage
97445,True,Corn_Ensilage
97446,True,Corn_Ensilage
97447,True,Corn_Ensilage
97448,True,Corn_Ensilage
97449,True,Corn_Ensilage
97450,True,Corn_Ensilage
97451,True,Corn_Ensilage
97452,True,Corn_Ensilage
97453,True,Corn_Ensilage
97454,True,Corn_Ensilage
97455,True,Corn_Ensilage
97456,True,Corn_Ensilage
97457,True,Corn_Ensilage
97458,True,Corn_Ensilage
97459,True,Corn_Ensilage
97460,True,Corn_Ensilage
97461,True,Corn_Ensilage
97462,True,Corn_Ensilage
97463,True,Corn_Ensilage
97464,True,Corn_Ensilage
97465,True,Corn_Ensilage
97466,True,Corn_Ensilage
97467,False,Corn
97468,False,Corn
97469,False,Corn
97470,False,Corn
97471,False,Corn
97472,False,Corn
97473,False,Corn
97474,False,Corn
97475,False,Corn
97476,False,Corn
97477,False,Corn
97478,False,Corn
97479,False,Corn
97480,False,Corn
97481,False,Corn
97482,False,Corn
97483,False,Corn
97484,False,Corn
97485,False,Corn
97486,False,Corn
97487,False,Corn
97488,False,Corn
97489,False,Corn
97490,False,Corn
97491,False,Corn
97492,False,Corn
97493,False,Corn
97494,False,Corn
97495,False,Corn
97496,False,Corn
97497,True,Corn_Ensilage
97498,True,Corn_Ensilage
97499,True,Corn_Ensilage
97500,True,Corn_Ensilage
97501,True,Corn_Ensilage
97502,True,Corn_Ensilage
97503,True,Corn_Ensilage
97504,True,Corn_Ensilage
97505,True,Corn_Ensilage
97506,True,Corn_Ensilage
97507,True,Corn_Ensilage
97508,True,Corn_Ensilage
97509,True,Corn_Ensilage
97510,True,Corn_Ensilage
97511,True,Corn_Ensilage
97512,True,Corn_Ensilage
97513,True,Corn_Ensilage
97514,True,Corn_Ensilage
97515,True,Corn_Ensilage
97516,True,Corn_Ensilage
97517,True,Corn_Ensilage
97518,True,Corn_Ensilage
97519,True,Corn_Ensilage
97520,True,Corn_Ensilage
97521,True,Corn_Ensilage
97522,True,Corn_Ensilage
97523,True,Corn_Ensilage
97524,True,Corn_Ensilage
97525,True,Corn_Ensilage
97526,True,Corn_Ensilage
97527,True,Corn_Ensilage
97528,True,Corn_Ensilage
97529,True,Corn_Ensilage
97530,True,Corn_Ensilage
97531,True,Corn_Ensilage
97532,True,Corn_Ensilage
97533,True,Corn_Ensilage
97534,True,Corn_Ensilage
97535,True,Corn_Ensilage
97536,True,Corn_Ensilage
97537,True,Corn_Ensilage
97538,True,Corn_Ensilage
97539,True,Corn_Ensilage
97540,True,Corn_Ensilage
97541,True,Corn_Ensilage
97542,True,Corn_Ensilage
97543,True,Corn_Ensilage
97544,True,Corn_Ensilage
97545,True,Corn_Ensilage
97546,True,Corn_Ensilage
97547,True,Corn_Ensilage
97548,True,Corn_Ensilage
97549,True,Corn_Ensilage
97550,True,Corn_Ensilage
97551,True,Corn_Ensilage
97552,True,Corn_Ensilage
97553,True,Corn_Ensilage
97554,True,Corn_Ensilage
97555,True,Corn_Ensilage
97556,True,Corn_Ensilage
97557,True,Corn_Ensilage
97558,True,Corn_Ensilage
97559,True,Corn_Ensilage
97560,True,Corn_Ensilage
97561,True,Corn_Ensilage
97562,True,Corn_Ensilage
97563,True,Corn_Ensilage
97564,True,Corn_Ensilage
97565,True,Corn_Ensilage
97566,True,Corn_Ensilage
97567,True,Corn_Ensilage
97568,True,Corn_Ensilage
97569,True,Corn_Ensilage
97570,True,Corn_Ensilage
97571,True,Corn_Ensilage
97572,True,Corn_Ensilage
97573,True,Corn_Ensilage
97574,True,Corn_Ensilage
97575,True,Corn_Ensilage
97576,True,Corn_Ensilage
97577,True,Corn_Ensilage
97578,True,Corn_Ensilage
97579,True,Corn_Ensilage
97580,True,Corn_Ensilage
97581,True,Corn_Ensilage
97582,True,Corn_Ensilage
97583,True,Corn_Ensilage
97584,True,Corn_Ensilage
97585,True,Corn_Ensilage
97586,True,Corn_Ensilage
97587,True,Corn_Ensilage
97588,True,Corn_Ensilage
97589,True,Corn_Ensilage
97590,True,Corn_Ensilage
97591,True,Corn_Ensilage
97592,True,Corn_Ensilage
97593,True,Corn_Ensilage
97594,True,Corn_Ensilage
97595,True,Corn_Ensilage
97596,True,Corn_Ensilage
97597,False,Corn
97598,False,Corn
97599,False,Corn
97600,False,Corn
97601,False,Corn
97602,False,Corn
97603,False,Corn
97604,False,Corn
97605,False,Corn
97606,False,Corn
97607,False,Corn
97608,False,Corn
97609,False,Corn
97610,False,Corn
97611,False,Corn
97612,False,Corn
